model_id,scenario_id,vintage_id,series_id,concept,unit,frequency,year,value,status,source_file,source_sheet,source_cell,method,data_status,source_value_type,reporting_role,parent_vintage_id,input_vintage_id,fr_ids,primary_source_file,primary_source_sheet,primary_source_cell,transformation
ministry_macro,baseline,ministry_supplied_original_2025_expected,statutory_2_4_1_1_23,Gəlirlər,mln AZN,annual,2013,37562.0,run_calculated,8 vərəq.xlsx,2.4.1.1.,D23,portable_original_workbook_formula;historical_source,source_historical,formula_calculated,statutory_template,ministry_supplied_original_2025_expected,,"[""FR8""]",,,,
ministry_macro,baseline,ministry_supplied_original_2025_expected,statutory_2_4_1_1_23,Gəlirlər,mln AZN,annual,2014,39472.2,run_calculated,8 vərəq.xlsx,2.4.1.1.,E23,portable_original_workbook_formula;historical_source,source_historical,formula_calculated,statutory_template,ministry_supplied_original_2025_expected,,"[""FR8""]",,,,
ministry_macro,baseline,ministry_supplied_original_2025_expected,statutory_2_4_1_1_23,Gəlirlər,mln AZN,annual,2015,41744.8,run_calculated,8 vərəq.xlsx,2.4.1.1.,F23,portable_original_workbook_formula;historical_source,source_historical,formula_calculated,statutory_template,ministry_supplied_original_2025_expected,,"[""FR8""]",,,,
ministry_macro,baseline,ministry_supplied_original_2025_expected,statutory_2_4_1_1_23,Gəlirlər,mln AZN,annual,2016,45395.1,run_calculated,8 vərəq.xlsx,2.4.1.1.,G23,portable_original_workbook_formula;historical_source,source_historical,formula_calculated,statutory_template,ministry_supplied_original_2025_expected,,"[""FR8""]",,,,
ministry_macro,baseline,ministry_supplied_original_2025_expected,statutory_2_4_1_1_23,Gəlirlər,mln AZN,annual,2017,49187.9,run_calculated,8 vərəq.xlsx,2.4.1.1.,H23,portable_original_workbook_formula;historical_source,source_historical,formula_calculated,statutory_template,ministry_supplied_original_2025_expected,,"[""FR8""]",,,,
ministry_macro,baseline,ministry_supplied_original_2025_expected,statutory_2_4_1_1_23,Gəlirlər,mln AZN,annual,2018,53103.7,run_calculated,8 vərəq.xlsx,2.4.1.1.,I23,portable_original_workbook_formula;historical_source,source_historical,formula_calculated,statutory_template,ministry_supplied_original_2025_expected,,"[""FR8""]",,,,
ministry_macro,baseline,ministry_supplied_original_2025_expected,statutory_2_4_1_1_23,Gəlirlər,mln AZN,annual,2019,56769.0,run_calculated,8 vərəq.xlsx,2.4.1.1.,J23,portable_original_workbook_formula;historical_source,source_historical,formula_calculated,statutory_template,ministry_supplied_original_2025_expected,,"[""FR8""]",,,,
ministry_macro,baseline,ministry_supplied_original_2025_expected,statutory_2_4_1_1_23,Gəlirlər,mln AZN,annual,2020,55754.100000000006,run_calculated,8 vərəq.xlsx,2.4.1.1.,K23,portable_original_workbook_formula;historical_source,source_historical,formula_calculated,statutory_template,ministry_supplied_original_2025_expected,,"[""FR8""]",,,,
ministry_macro,baseline,ministry_supplied_original_2025_expected,statutory_2_4_1_1_23,Gəlirlər,mln AZN,annual,2021,57206.8,run_calculated,8 vərəq.xlsx,2.4.1.1.,L23,portable_original_workbook_formula;historical_source,source_historical,formula_calculated,statutory_template,ministry_supplied_original_2025_expected,,"[""FR8""]",,,,
ministry_macro,baseline,ministry_supplied_original_2025_expected,statutory_2_4_1_1_23,Gəlirlər,mln AZN,annual,2022,69163.0,run_calculated,8 vərəq.xlsx,2.4.1.1.,M23,portable_original_workbook_formula;historical_source,source_historical,formula_calculated,statutory_template,ministry_supplied_original_2025_expected,,"[""FR8""]",,,,
ministry_macro,baseline,ministry_supplied_original_2025_expected,statutory_2_4_1_1_23,Gəlirlər,mln AZN,annual,2023,78124.2,run_calculated,8 vərəq.xlsx,2.4.1.1.,N23,portable_original_workbook_formula;historical_source,source_historical,formula_calculated,statutory_template,ministry_supplied_original_2025_expected,,"[""FR8""]",,,,
ministry_macro,baseline,ministry_supplied_original_2025_expected,statutory_2_4_1_1_23,Gəlirlər,mln AZN,annual,2024,83093.4,run_calculated,8 vərəq.xlsx,2.4.1.1.,O23,portable_original_workbook_formula;historical_source,source_historical,formula_calculated,statutory_template,ministry_supplied_original_2025_expected,,"[""FR8""]",,,,
